ID | Map evaluation | API evaluation | url_start_via_end |	url_start_via | url_via_end+ 
103891 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.521595246188554,-88.149988346336&loc=39.797353,-89.644925&loc=33.5806,-112.2374","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.521595246188554,-88.149988346336&loc=39.797353,-89.644925","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=39.797353,-89.644925&loc=33.5806,-112.2374","url_via_end")
103691 | No Routing|  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.1385564,-104.8208965&loc=51.5072867239295,-0.14121025800705&loc=43.4666,-112.0341","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.1385564,-104.8208965&loc=51.5072867239295,-0.14121025800705","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=51.5072867239295,-0.14121025800705&loc=43.4666,-112.0341","url_via_end")
103938 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.521595246188554,-88.149988346336&loc=39.797353,-89.644925&loc=33.5806,-112.2374","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.521595246188554,-88.149988346336&loc=39.797353,-89.644925","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=39.797353,-89.644925&loc=33.5806,-112.2374","url_via_end")
103910 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.521595246188554,-88.149988346336&loc=39.797353,-89.644925&loc=33.5806,-112.2374","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.521595246188554,-88.149988346336&loc=39.797353,-89.644925","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=39.797353,-89.644925&loc=33.5806,-112.2374","url_via_end")
103957 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.521595246188554,-88.149988346336&loc=39.797353,-89.644925&loc=38.6248073,-90.1854764","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.521595246188554,-88.149988346336&loc=39.797353,-89.644925","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=39.797353,-89.644925&loc=38.6248073,-90.1854764","url_via_end")
104453 | No Routing|  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=25.80014,-80.20443&loc=44.23787,0.4888778&loc=30.0533,-89.9354","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=25.80014,-80.20443&loc=44.23787,0.4888778","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.23787,0.4888778&loc=30.0533,-89.9354","url_via_end")
105067 | No Routing|  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.5016889,-73.567256&loc=19.8967662,-155.5827818","url_start_via")|-- 
105068 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=26.07491,-97.15962&loc=26.07491,-97.15962&loc=27.58589,-97.22462","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=26.07491,-97.15962&loc=26.07491,-97.15962","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=26.07491,-97.15962&loc=27.58589,-97.22462","url_via_end")
105066 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=26.07491,-97.15962&loc=26.07491,-97.15962&loc=27.58589,-97.22462","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=26.07491,-97.15962&loc=26.07491,-97.15962","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=26.07491,-97.15962&loc=27.58589,-97.22462","url_via_end")
105168 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=26.07491,-97.15961&loc=27.58589,-97.22462","url_start_via")|-- 
105169 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=26.07491,-97.15961&loc=27.58589,-97.22462","url_start_via")|-- 
105180 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=26.07491,-97.15961&loc=27.58589,-97.22462","url_start_via")|-- 
105179 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=26.07491,-97.15961&loc=27.58589,-97.22462","url_start_via")|-- 
106212 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.11552,8.68417&loc=49.4077,8.6908","url_start_via")|-- 
106245 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.11552,8.68417&loc=49.4077,8.6908","url_start_via")|-- 
106248 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.11552,8.68417&loc=49.4077,8.6908","url_start_via")|-- 
106246 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=27.77348,-82.62455&loc=24.5557,-81.7826","url_start_via")|-- 
106247 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=27.77348,-82.62455&loc=24.5557,-81.7826","url_start_via")|-- 
106314 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=49.4077,8.6908&loc=50.11552,8.68417","url_start_via")|-- 
106265 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=49.4077,8.6908&loc=50.11552,8.68417","url_start_via")|-- 
105883 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=52.374,4.8897&loc=48.1345,11.571","url_start_via")|-- 
106355 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.11552,8.68417&loc=49.4077,8.6908","url_start_via")|-- 
106364 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.11552,8.68417&loc=49.4077,8.6908","url_start_via")|-- 
106389 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.11739,8.556722&loc=49.4077,8.6908","url_start_via")|-- 
106438 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.11739,8.556722&loc=49.4077,8.6908","url_start_via")|-- 
106528 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.1103,8.6718&loc=49.4077,8.6908&loc=50.1103,8.6718","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.1103,8.6718&loc=49.4077,8.6908","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=49.4077,8.6908&loc=50.1103,8.6718","url_via_end")
106529 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.1103,8.6718&loc=49.4077,8.6908&loc=50.1103,8.6718","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.1103,8.6718&loc=49.4077,8.6908","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=49.4077,8.6908&loc=50.1103,8.6718","url_via_end")
106539 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382&loc=29.95106579999999,-90.0715323","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=30.4635583,-86.5533382&loc=29.95106579999999,-90.0715323","url_via_end")
106530 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382&loc=29.95106579999999,-90.0715323","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=30.4635583,-86.5533382&loc=29.95106579999999,-90.0715323","url_via_end")
106556 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382&loc=29.95106579999999,-90.0715323","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=30.4635583,-86.5533382&loc=29.95106579999999,-90.0715323","url_via_end")
106622 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382&loc=29.9510658,-90.0715323","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=30.4635583,-86.5533382&loc=29.9510658,-90.0715323","url_via_end")
106557 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382&loc=29.95106579999999,-90.0715323","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=30.4635583,-86.5533382&loc=29.95106579999999,-90.0715323","url_via_end")
106631 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382&loc=29.9510658,-90.0715323","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=38.5431979136711,-89.868679077445&loc=30.4635583,-86.5533382","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=30.4635583,-86.5533382&loc=29.9510658,-90.0715323","url_via_end")
106455 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=51.1889,14.42307&loc=49.4077,8.6908","url_start_via")|-- 
107139 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11213,-80.06406&loc=-29.83194,30.88083","url_start_via")|-- 
107138 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11213,-80.06406&loc=-29.83194,30.88083","url_start_via")|-- 
107140 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11213,-80.06406&loc=-29.83194,30.88083","url_start_via")|-- 
107149 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11213,-80.06406&loc=-29.83194,30.88083","url_start_via")|-- 
107182 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11131,-80.06428&loc=-29.83194,30.88083","url_start_via")|-- 
106641 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=37.8403456,-85.9491298&loc=30.4635583,-86.5533382","url_start_via")|-- 
107191 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11131,-80.06428&loc=-29.83194,30.88083","url_start_via")|-- 
106632 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=37.8403456,-85.9491298&loc=30.4635583,-86.5533382","url_start_via")|-- 
107192 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11131,-80.06428&loc=-29.83194,30.88083","url_start_via")|-- 
107217 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11131,-80.06428&loc=-29.83194,30.88083","url_start_via")|-- 
107226 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11131,-80.06428&loc=-29.83194,30.88083","url_start_via")|-- 
107243 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11131,-80.06428&loc=-29.83194,30.88083","url_start_via")|-- 
107260 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11131,-80.06428&loc=-29.83194,30.88083","url_start_via")|-- 
107325 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=44.11209,-80.06404&loc=-29.83194,30.88083","url_start_via")|-- 
107430 | No Routing|  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.89611,12.52858&loc=33.437269,-112.007788&loc=41.75725,2.028343","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.89611,12.52858&loc=33.437269,-112.007788","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=33.437269,-112.007788&loc=41.75725,2.028343","url_via_end")
107991 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=28.333927,-80.60892000000001&loc=28.4022917,-81.59133910000003&loc=28.40675,-81.58459","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=28.333927,-80.60892000000001&loc=28.4022917,-81.59133910000003","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=28.4022917,-81.59133910000003&loc=28.40675,-81.58459","url_via_end")
107992 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=28.333927,-80.60892000000001&loc=28.4022917,-81.59133910000003&loc=28.40675,-81.58459","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=28.333927,-80.60892000000001&loc=28.4022917,-81.59133910000003","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=28.4022917,-81.59133910000003&loc=28.40675,-81.58459","url_via_end")
107993 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=28.333927,-80.60892000000001&loc=28.4022917,-81.59133910000003&loc=28.40675,-81.58459","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=28.333927,-80.60892000000001&loc=28.4022917,-81.59133910000003","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=28.4022917,-81.59133910000003&loc=28.40675,-81.58459","url_via_end")
108164 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.38506,2.173404&loc=45.9237,6.869433&loc=45.46542,9.185925","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.38506,2.173404&loc=45.9237,6.869433","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.9237,6.869433&loc=45.46542,9.185925","url_via_end")
108189 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.38506,2.173404&loc=45.9237,6.869433&loc=45.46542,9.185925","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.38506,2.173404&loc=45.9237,6.869433","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.9237,6.869433&loc=45.46542,9.185925","url_via_end")
108190 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.38506,2.173404&loc=45.9237,6.869433&loc=45.46542,9.185925","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.38506,2.173404&loc=45.9237,6.869433","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.9237,6.869433&loc=45.46542,9.185925","url_via_end")
108058 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=43.0962143,-79.0377388&loc=40.2886516539072,-76.6663889209453","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=43.0962143,-79.0377388","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.0962143,-79.0377388&loc=40.2886516539072,-76.6663889209453","url_via_end")
108059 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=43.0962143,-79.0377388&loc=40.2886516539072,-76.6663889209453","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=43.0962143,-79.0377388","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.0962143,-79.0377388&loc=40.2886516539072,-76.6663889209453","url_via_end")
108207 | No Routing|  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=42.49786,-91.05357&loc=0.0,0.0&loc=42.46872,-91.89497","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=42.49786,-91.05357&loc=0.0,0.0","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=0.0,0.0&loc=42.46872,-91.89497","url_via_end")
108257 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.38506,2.173404&loc=45.9237,6.869433&loc=45.46542,9.185925","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.38506,2.173404&loc=45.9237,6.869433","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.9237,6.869433&loc=45.46542,9.185925","url_via_end")
108274 | |  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.38506,2.173404&loc=45.9237,6.869433&loc=45.46542,9.185925","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.38506,2.173404&loc=45.9237,6.869433","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.9237,6.869433&loc=45.46542,9.185925","url_via_end")
108315 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=39.87313,-75.3381&loc=36.16667,-86.78333","url_start_via")|-- 
108248 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=39.87313,-75.3381&loc=36.16667,-86.78333","url_start_via")|-- 
108316 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=39.87313,-75.3381&loc=36.16667,-86.78333","url_start_via")|-- 
108343 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_via_end")
108344 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_via_end")
108353 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_via_end")
108325 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=39.87313,-75.3381&loc=36.16667,-86.78333","url_start_via")|-- 
108354 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_via_end")
108326 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=39.87313,-75.3381&loc=36.16667,-86.78333","url_start_via")|-- 
108373 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.5016889,-73.567256&loc=45.4215296,-75.69719309999999","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.5016889,-73.567256","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.5016889,-73.567256&loc=45.4215296,-75.69719309999999","url_via_end")
108355 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_via_end")
108372 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.4215296,-75.69719309999999&loc=45.5016889,-73.567256","url_via_end")
108390 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.4215296,-75.69719309999999","url_start_via")|-- 
108398 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.5016889,-73.567256","url_start_via")|-- 
108433 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.3988844826286,-75.7365798231138&loc=45.5590001,-73.5483607","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.3988844826286,-75.7365798231138","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.3988844826286,-75.7365798231138&loc=45.5590001,-73.5483607","url_via_end")
108416 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=43.653226,-79.3831843&loc=44.3106241,-69.7794897","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=43.653226,-79.3831843","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=44.3106241,-69.7794897","url_via_end")
108582 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.424747,-75.688752&loc=45.504633,-73.551673","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=43.653226,-79.3831843&loc=45.424747,-75.688752","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=45.424747,-75.688752&loc=45.504633,-73.551673","url_via_end")
108563 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=36.27297,-115.0107&loc=43.53865,-86.36639","url_start_via")|-- 
108562 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=36.27297,-115.0107&loc=43.53865,-86.36639","url_start_via")|-- 
109498 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=33.812745,-117.926382&loc=34.072701,-118.245003","url_start_via")|-- 
109499 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=33.812745,-117.926382&loc=34.072701,-118.245003","url_start_via")|-- 
109540 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=33.812745,-117.926382&loc=34.0100844,-118.49610200000001","url_start_via")|-- 
108573 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=36.27297,-115.0107&loc=43.5072,-86.3476","url_start_via")|-- 
108591 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=36.27297,-115.0107&loc=43.5072,-86.3476","url_start_via")|-- 
110993 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=41.8781136,-87.6297982&loc=41.8781136,-87.6297982","url_start_via")|-- 
109966 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=47.774463,-122.239633&loc=33.812092,-117.918974","url_start_via")|-- 
108572 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=36.27297,-115.0107&loc=43.53865,-86.36639","url_start_via")|-- 
111436 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=33.0963683,-117.0021843&loc=35.0853336,-106.6055534","url_start_via")|-- 
109909 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=47.7573202,-122.2440148&loc=33.810486,-117.919","url_start_via")|-- 
113155 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=-33.69659,150.9411&loc=49.2497,-123.1193","url_start_via")|-- 
111437 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=33.0963683,-117.0021843&loc=35.0853336,-106.6055534","url_start_via")|-- 
111466 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=33.0963683,-117.0021843&loc=35.0853336,-106.6055534","url_start_via")|-- 
113191 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=-33.69659,150.9411&loc=49.2497,-123.1193","url_start_via")|-- 
113640 | No Routing|  No Routing | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=34.4208,-119.6982&loc=48.3828,7.6133&loc=45.5801,-122.7282","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=34.4208,-119.6982&loc=48.3828,7.6133","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=48.3828,7.6133&loc=45.5801,-122.7282","url_via_end")
113949 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=47.438459,19.252296&loc=40.7127837,-74.0059413","url_start_via")|-- 
114413 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=52.089398,5.109861&loc=52.087618,5.1007639","url_start_via")|-- 
114449 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=52.089398,5.109861&loc=52.0879916,5.1014746","url_start_via")|-- 
111467 | |  |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=33.0963683,-117.0021843&loc=35.0853336,-106.6055534","url_start_via")|-- 
114450 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=52.089398,5.109861&loc=52.0879916,5.1014746","url_start_via")|-- 
114459 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=52.089398,5.109861&loc=52.0879916,5.1014746","url_start_via")|-- 
114451 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=52.089398,5.109861&loc=52.0879916,5.1014746","url_start_via")|-- 
114460 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=52.089398,5.109861&loc=52.0879916,5.1014746","url_start_via")|-- 
114461 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=52.089398,5.109861&loc=52.0879916,5.1014746","url_start_via")|-- 
115002 | |  | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.0755381,14.4378005&loc=48.2081743,16.3738189&loc=48.1351253,11.5819806","url_start_via_end")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=50.0755381,14.4378005&loc=48.2081743,16.3738189","url_start_via")| =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=48.2081743,16.3738189&loc=48.1351253,11.5819806","url_via_end")
115018 | |  No Routing |-- | =HYPERLINK("http://map.project-osrm.org/?hl=en&loc=48.1351253,11.5819806&loc=-8.4095178,115.188916","url_start_via")|-- 
